id,source,source_relative_path,category,type,extension,extraction_method,chunk_id,total_chunks,date_ajout,text_len,text
Exigences Gestion matières V1.1 (version client ).xlsx_8,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,8,15,2026-06-12T15:13:53.115791,863,"bon de Sortie
La solution exige une explication et identification de l'équipe responsable. | Tracer la source de la matière soit :
•Création d'un bon de retour automatiquement
•Création d'un bon de retour manuellement lié au quantité restante dans la salle de prodcution | Validée | Mahdi B. | N/A
| E009 | Envoi bon de retour vers Sage | Fonctionnelle | SF-Fonctionnelle | Commerciale | Envoi bon de retour vers Sage | | Communiquer les bons de retour validés | •Interfaçage entre ADDIXO Smart Factory et Sage X3 pour envoyer les demandes de livraison
•Adaptation webservices retour de Smart Factory vers ERP
•Ceci peut être effectué automatiquement en fonction de la création d'une demande de livraison au niveau de SF ou en appuyant sur un bouton. •Cet écart nécessite un travail de collaboration entre l'équipe ADDIXO et l'équipe Sage X3. | Validée | Mahdi B."
Exigences Gestion matières V1.1 (version client ).xlsx_9,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,9,15,2026-06-12T15:13:53.115791,687,"un travail de collaboration entre l'équipe ADDIXO et l'équipe Sage X3. | Validée | Mahdi B. | N/A
| E010 | Historisation des mouvements | Fonctionnelle | SF-Fonctionnelle | Commerciale | Historiser les mouvements de transfert de la matière entre le magasin et la salle de production | Workshop/réunion Interne | ADDIXO Smart Factory garantie la traçabilité des mouvements de stock matière première entre le magasin et le centre de charge dans un tableau. Chaque tableau contient les informations suivant : Désignation, référence, code Lot, OF, quatité transférée, , équipe responsable, bon de Sortie, toutes les demandes de livraison et tous les bons de retour | RAS | Validée | Mahdi B."
Exigences Gestion matières V1.1 (version client ).xlsx_10,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,10,15,2026-06-12T15:13:53.115791,800,"de Sortie, toutes les demandes de livraison et tous les bons de retour | RAS | Validée | Mahdi B. | N/A
| E011 | Selection des lots de matières au niveau de l'OF | Fonctionnelle | SF-Fonctionnelle | Commerciale | Afficher que les lots de matières affectés | | Au niveau de l'OF et à la selection d'un lot, n'afficher que les lots de matières affectés à la salle | Permettre le choix des lots de la matière au niveau de l'OF
Seul les lots affectés à la salle s'affichent | Validée | Mahdi B. | N/A
| E012 | Validation finale | Fonctionnelle | SF-Fonctionnelle | Commerciale | Validation finale de la maitère | | Ajouter un statut validation finale de la matière par le chef de salle sans bloquer la production | Ajouter un statut validé par rapport au lot disponible dans la salle | Validée | Mahdi B."
Exigences Gestion matières V1.1 (version client ).xlsx_11,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,11,15,2026-06-12T15:13:53.115791,764,"| Ajouter un statut validé par rapport au lot disponible dans la salle | Validée | Mahdi B. | N/A
| E013 | Gestion des zones de stockage matières premières | Fonctionnelle | SF-Fonctionnelle | Commerciale | Gérer les zones de stockage matières premières | Workshop/réunion Interne | ADDIXO Smart Factory permet de gérer les actions d'entrée et de sortie du magasin matière première en temps réel et en historique | RAS | Validée | Mahdi B. | N/A
| E014 | Gestion des zones de stockage intermédiaire | Fonctionnelle | SF-Fonctionnelle | Commerciale | Gestion des zones de stockage intermédiaire | | ADDIXO Smart Factory permet de gérer les actions d'entrée et de sortie dans des zones de stock intermédiaire en temps réel et en historique | RAS | Validée | Mahdi B."
Exigences Gestion matières V1.1 (version client ).xlsx_12,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,12,15,2026-06-12T15:13:53.115791,688,"dans des zones de stock intermédiaire en temps réel et en historique | RAS | Validée | Mahdi B. | N/A
[Sheet: Modifs Doc]
| Gestion Exigences Projet | | | | |
| Client | | SF | | |
| Projet | | Triki | | |
| Réf BPA du Devis | | S0-00xyz | | |
| Réf BPA du Projet | | PR-22-0xyz | | |
| Réf Modèle Document | MD203 | | | |
| Version Modèle Document | V1.5 | | | |
| Version | Date | Modifications | Auteur(s) | Vérificateur(s) | Approbateur
| V1.0 | [REDACTED_PHONE]:00:00 | Version initiale | Nihel K. | Mahdi B.+ Ferjania B. | Imed A. | V1.1 | [REDACTED_PHONE]:00:00 | Mise à jour des exigences après une réunion de validation avec le client | Nihel K. | Mahdi B.+ Ferjania B. | Imed A."
Exigences Gestion matières V1.1 (version client ).xlsx_13,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,13,15,2026-06-12T15:13:53.115791,892,après une réunion de validation avec le client | Nihel K. | Mahdi B.+ Ferjania B. | Imed A. [Sheet: Params] | BU | Nature | Exigence identifiée pendant la phase | Source | Oui/Non | Statut Client | Statut Interne | Catégorie | SE | Fonctionnelle | Commerciale | CdC client | Oui | Validée par le client | Validée | *** SE | SE-TN | Performance | Conception | Workshop/réunion client | Non | Non validée par client | Non validée | SE-Processus | SE-MA | Reglementaire | Réalisation | Workshop/réunion Interne | N/A | N/A | N/A | SE-Mécanique | SF | Sécurité | Mise en œuvre | Standards client | | | | SE-Electrique | R&D | Standard Client | Support et maintenance | Standards ADDIXO | | | | SE-Soft | LOOYAS | Standard ADDIXO | | Reglementation | | | | SE-Auto | A définir | | | Demande modification | | | | SE-Fabrication | | | | | | | | SE-Intégration | | | | | | | | SE-Achats | | | | | | |
Exigences Gestion matières V1.1 (version client ).xlsx_14,Exigences Gestion matières V1.1 (version client ).xlsx,Exigences/Exigences Gestion matières V1.1 (version client ).xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,14,15,2026-06-12T15:13:53.115791,364,| | | | SE-Fabrication | | | | | | | | SE-Intégration | | | | | | | | SE-Achats | | | | | | | | *** SF | | | | | | | | SF-Processus | | | | | | | | SF-Fonctionnelle | | | | | | | | SF-Connectivité Machine | | | | | | | | SF-Intégration SI | | | | | | | | SF-Software | | | | | | | | SF-Infra IT | | | | | | | | *** TC | | | | | | | | TC-Prestations sur site client
Exigences Migration SF 2022 SKG V1.1.xlsx_0,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,0,28,2026-06-12T15:13:53.193723,796,[Sheet: Gestion Exigences] | Gestion Exigences Projet | | | | | | | | | | | | | | Chiffrage Réalisation SF | | Revue et Vérification pendant la Conception | | | | | | | | Client | SKG | | | | | | | | | | | | | | | | | | | | | | Projet | Migration SF 2022 | | | | | | | | | | | | | | | | | | | | | | Réf BPA du Devis | | | | | | | | | | | | | | | | | | | | | | | Réf BPA du Projet | | | | | | | | | | | | | | | | | | | | | | | Réf Modèle Document | MD203 | | | | | Strictement Confidentiel | | | | | | | | | | | | | | | | | Version Modèle Document | V1.0 | | | | | | | | | | | | | | | | | | | | | ID | Exigence | Nature | Catégorie | Exigence indéfiée pendant la phase | Description de l'exigence | Source | Description de la solution ADDIXO | Ecart entre exigence client et la solution proposée -
Exigences Migration SF 2022 SKG V1.1.xlsx_1,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,1,28,2026-06-12T15:13:53.193723,645,Source | Description de la solution ADDIXO | Ecart entre exigence client et la solution proposée - préciser aussi les limites et hypothèses si applicable | Phase | Spécifications | Validation Interne | Validation Interne par: | Statut Client | HJ Dev | HJ Analyse et test | Total HJ2 | Total HJ3 | Total HJ4 | Total HJ5 | Total HJ6 | Total HJ7 | Total HJ | E001 | Lecture des OF | Fonctionnelle | SF-Fonctionnelle | Conception | Lecture des OF planifiés à partir de l'ERP | Workshop/réunion client | Lecture des OF planifiés à partir de l'ERP via des webservices de lecture | MAJ webservices de lecture | Phase 1 | Migration | Validée | Mahdi B.
Exigences Migration SF 2022 SKG V1.1.xlsx_2,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,2,28,2026-06-12T15:13:53.193723,639,"des webservices de lecture | MAJ webservices de lecture | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 2 | 1.5 | 1.125 | 0.84375 | [REDACTED_PHONE] | [REDACTED_PHONE] | [REDACTED_PHONE] | [REDACTED_PHONE] | 3.5
| E002 | Lecture des nomenclatures à partir de l'ERP | Fonctionnelle | SF-Fonctionnelle | Conception | Lecture des nomenclatures à partir de l'ERP | Workshop/réunion client | Lecture des nomenclatures à partir de l'ERP via un webservice | Création d'un webservice pour la lecture des nomenclatures
Assurer le stockage de la consommation théorique et réelle | Phase 1 | Nouvelle demande | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_3,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,3,28,2026-06-12T15:13:53.193723,591,"stockage de la consommation théorique et réelle | Phase 1 | Nouvelle demande | Validée | Mahdi B. | Validée par le client | 5 | 3.75 | | | | | | | 8.75
| E003 | Retour de SF vers l'ERP des quantités produitesnok avec les défauts identifiés (SOF PF) | Fonctionnelle | SF-Fonctionnelle | Conception | Retour de SF vers l'ERP des quantités produites, nok avec les défauts identifiés (SOF PF) | Workshop/réunion client | Retour de SF avec nom ligne vers l'ERP des quantités produites, nok avec les défauts identifiés (SOF PF) | MAJ webservices écriture | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_4,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,4,28,2026-06-12T15:13:53.193723,550,"défauts identifiés (SOF PF) | MAJ webservices écriture | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 2 | 1.5 | | | | | | | 3.5
| E004 | Retour de SF vers l'ERP des durées de fonctionnement et des arrêts | Fonctionnelle | SF-Fonctionnelle | Conception | Retour de SF vers l'ERP des durées de fonctionnement et des arrêts ( SOF temps ) | Workshop/réunion client | Retour de SF avec nom ligne vers l'ERP des durées de fonctionnement et des arrêts ( SOF temps ) | MAJ webservices écriture | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_5,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,5,28,2026-06-12T15:13:53.193723,502,"et des arrêts ( SOF temps ) | MAJ webservices écriture | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 2 | 1.5 | | | | | | | 3.5
| E005 | Retour de SF vers l'ERP de la MP consommées et théoriques | Fonctionnelle | SF-Fonctionnelle | Conception | Retour de SF vers l'ERP de la MP consommées et théoriques | Workshop/réunion client | Retour de SF avec nom ligne vers l'ERP de la MP consommées et théoriques | MAJ webservices écriture | Phase 1 | Nouvelle demande | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_6,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,6,28,2026-06-12T15:13:53.193723,651,"et théoriques | MAJ webservices écriture | Phase 1 | Nouvelle demande | Validée | Mahdi B. | Validée par le client | 3 | 2.25 | | | | | | | 5.25
| E006 | Configuration les entités fonctionnels et métiers du client | Fonctionnelle | SF-Fonctionnelle | Conception | Configurer la liste des E/S, lignes, postes, machines, panels, panne, défaut, causes d'arrêt, seuils, shifts, équipes, utilisateurs, client, produit et OPC | Workshop/réunion client | Mettre à jour la liste E/S, lignes, postes, machines, panels, panne, défaut, causes d'arrêt, seuils, shifts, équipes, utilisateurs, client, produit et OPC | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_7,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,7,28,2026-06-12T15:13:53.193723,755,"équipes, utilisateurs, client, produit et OPC | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E007 | Configuration la matrice des rôles pour les accès | Fonctionnelle | SF-Fonctionnelle | Conception | Configurer la matrice des rôles pour les accès | Workshop/réunion client | Utilisation du module Standard Smart Factory pour configurer la matrice des rôles | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E008 | Gestion des OF | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer les OF ( lancement, suspension, clôture) via SF | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_8,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,8,28,2026-06-12T15:13:53.193723,784,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E009 | Déclaration des quantités produites | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la déclaration des quantités produites manuellement via SF | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E010 | Déclaration des non conformités | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la déclaration des non conformités manuellement via SF avec une étape de validation | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_9,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,9,28,2026-06-12T15:13:53.193723,794,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E011 | Déclaration des arrêts | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre le déclenchement manuel des arrêts via SF avec la précision des causes à la reprise | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E012 | Comptage des quantités produites via des signaux TOR | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre le comptage auto des quantités produites via des signaux TOR | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_10,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,10,28,2026-06-12T15:13:53.193723,605,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E013 | Lecture automatique des quantités produites pour les machines ARBURG | Fonctionnelle | SF-Fonctionnelle | Conception | Lecture automatique des quantités produites pour les machines ARBURG | Workshop/réunion client | Permettre la lecture automatique des quantités produites via OPC pour les machines ARBURG | Adaptation lecture quantité produite via OPC partie EDGE : équivalent au traitement des relais | Phase 1 | Nouvelle demande | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_11,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,11,28,2026-06-12T15:13:53.193723,639,"partie EDGE : équivalent au traitement des relais | Phase 1 | Nouvelle demande | Validée | Mahdi B. | Validée par le client | 2 | 1.5 | | | | | | | 3.5
| E014 | Détection automatique des arrêts | Fonctionnelle | SF-Fonctionnelle | Conception | Détection automatique des arrêts ainsi que la récupération des causes à partir de l'automate des machines ARBURG via OPC | Workshop/réunion client | Permettre la détection automatique des arrêts ainsi que la récupération des causes à partir de l'automate des machines ARBURG via OPC | Adaptation lecture des causes des arrêts via OPC partie EDGE | Phase 1 | Nouvelle demande | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_12,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,12,28,2026-06-12T15:13:53.193723,565,"lecture des causes des arrêts via OPC partie EDGE | Phase 1 | Nouvelle demande | Validée | Mahdi B. | Validée par le client | 4 | 3 | | | | | | | 7
| E015 | Détection automatique des arrêts en cas d'absence de production pendant X temps | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la détection automatique des arrêts en cas d'absence de production pendant X temps ( absence de signal de prod pour x temps, x étant configurable) | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_13,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,13,28,2026-06-12T15:13:53.193723,870,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E016 | Détection automatique des non-conformités | Fonctionnelle | SF-Fonctionnelle | Conception | Détection automatique des non-conformités | Workshop/réunion client | Permettre la détection automatique des non-conformités via signal TOR si disponible | Permettre la détection des non-conformité via relais partie Edge | Phase 2 | Migration | Validée | Amani S. | Validée par le client | 1 | 0.75 | | | | | | | 1.75
| E017 | Historisation et traçabilité des déclarations des non-conformités | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la traçabilité des déclarations des non-conformité | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_14,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,14,28,2026-06-12T15:13:53.193723,858,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E018 | Historisation et traçabilité des arrêts avec les causes identifiées et les durées | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la traçabilité des arrêts avec les causes identifiées et les durées | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E019 | Suivi en temps réel les états des lignes ( indicateurs, progression OF) | Fonctionnelle | SF-Fonctionnelle | Conception | Suivre en temps réel les états des lignes ( indicateurs, progression OF) | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_15,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,15,28,2026-06-12T15:13:53.193723,793,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E020 | Historisation des indicateurs de performance avec des filtres de recherche ( date, niveau) | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre un historique des indicateurs de performance avec des filtres de recherche ( date, niveau) | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E021 | Gestion des QRQC | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer automatiquement les QRQC | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_16,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,16,28,2026-06-12T15:13:53.193723,845,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E022 | Gestion des fiches 6S | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer automatiquement les fiches 6S | Workshop/réunion client | Permettre la gestion des fiches 6S | Permettre la création auto des 6S selon les fréquences paramétrées | Phase 2 | Migration | Validée | Amani S. | Validée par le client | 5 | 3.75 | | | | | | | 8.75
| E023 | Gestion des fiches d'approbation | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer automatiquement les fiches d'approbation | Workshop/réunion client | Permettre la gestion des fiches d'approbation | Voir si on peut la remplacer par la fiche de qualification et les fiches ok démarrage/redémarrage | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_17,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,17,28,2026-06-12T15:13:53.193723,800,"de qualification et les fiches ok démarrage/redémarrage | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E024 | Gestion des fiches de démarrage | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer automatiquement les fiches de démarrage | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E025 | Gestion de la liaison entre les fiches de suivi des critères dimensionnels et la MSP | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la liaison entre les fiches suivi des critères dimensionnels et la MSP | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_18,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,18,28,2026-06-12T15:13:53.193723,562,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E026 | Téléchargement des sigles | Fonctionnelle | SF-Fonctionnelle | Conception | Télécharger les sigles pour le cas des caractéristiques spéciaux ( critère dimensionnels) | Workshop/réunion client | Permettre le téléchargement des sigles pour le cas des caractéristiques spéciaux ( critère dimensionnels) | Ajouter cette option au niveau des critères dimensionnels | Phase 1 | Nouvelle demande | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_19,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,19,28,2026-06-12T15:13:53.193723,558,"cette option au niveau des critères dimensionnels | Phase 1 | Nouvelle demande | Validée | Mahdi B. | Validée par le client | 4 | 3 | | | | | | | 7
| E027 | Intégration le module de lecture des paramètres process via OPC et leurs historisation par OF via SF | Fonctionnelle | SF-Fonctionnelle | Conception | Intégrer le module de lecture des paramètres process via OPC et leurs historisation par OF via SF | Workshop/réunion client | Utilisation du module Standard Smart Factory | Développement du complément | Phase 1 | Nouvelle demande | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_20,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,20,28,2026-06-12T15:13:53.193723,859,"Smart Factory | Développement du complément | Phase 1 | Nouvelle demande | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E028 | Gestion des notifications ( suite arrêt, suite taux de rebut élevé) | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer automatiquement les notifications ( suite arrêt, suite taux de rebut élevé) | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E029 | Gestion du flux entre la maintenance et la production ( Arret,DI et FI) | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer automatiquement le flux entre la maintenance et la production ( Arret,DI et FI) | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B."
Exigences Migration SF 2022 SKG V1.1.xlsx_21,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,21,28,2026-06-12T15:13:53.193723,544,"| Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E030 | Gestion des étiquettes et leurs impression | Fonctionnelle | SF-Fonctionnelle | Conception | Gérer les étiquettes et leurs impression et faire la liaison avec les OF | Workshop/réunion client | Intégrer le module end of line pour gérer les étiquettes et leur impression | Intégrer le module end of line : adaptation pour la liaison avec l'of | Phase 2 | Nouvelle demande | Validée | Amani S."
Exigences Migration SF 2022 SKG V1.1.xlsx_22,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,22,28,2026-06-12T15:13:53.193723,585,"of line : adaptation pour la liaison avec l'of | Phase 2 | Nouvelle demande | Validée | Amani S. | Validée par le client | 10 | 7.5 | | | | | | | 17.5
| E031 | Configuration des tem plates des étiquettes à imprimer par client | Fonctionnelle | SF-Fonctionnelle | Conception | Configuration des tem plates des étiquettes à imprimer par client | Workshop/réunion client | Permettre la configuration des tem plates des étiquettes à imprimer par client | Adaptation pour la configuration des tem plates des étiquettes par client ( produit) | Phase 2 | Nouvelle demande | Validée | Amani S."
Exigences Migration SF 2022 SKG V1.1.xlsx_23,Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx,Exigences,Exigences,.xlsx,xlsx_openpyxl,23,28,2026-06-12T15:13:53.193723,760,"tem plates des étiquettes par client ( produit) | Phase 2 | Nouvelle demande | Validée | Amani S. | Validée par le client | 10 | 7.5 | | | | | | | 17.5
| E032 | Visualisation des OF et des OM planifiés dans le même graphe | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre la visualisation des OF et des OM planifiés dans le même graphe | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Migration | Validée | Mahdi B. | Validée par le client | 0 | 0 | | | | | | | 0
| E033 | Gestion des codes QR 2D | Fonctionnelle | SF-Fonctionnelle | Conception | Permettre d'avoir des code QR 2D | Workshop/réunion client | Utilisation du module Standard Smart Factory | RAS | Phase 1 | Nouvelle demande | Validée | Mahdi B."
