timestamp;source;source_relative_path;category;type;extension;extraction_method;raw_length;cleaned_length;status;indexed;sensitive_columns;masked_values_count;free_text_masked_count;free_text_mask_types;ocr_pages_count;ocr_engine
2026-06-12T15:13:55.214806;MD203- Exigences Projet Digitalisation la Rose Blanche  V1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation la Rose Blanche  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11259;9663;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:55.292393;MD203- Exigences Projet digitalisation ligne aérosol 1  V1.0.xlsx;Exigences/MD203- Exigences Projet digitalisation ligne aérosol 1  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11961;11581;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:55.364438;MD203- Exigences Projet Digitalisation ligne Moderne 1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation ligne Moderne 1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;14438;13941;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:55.461174;MD203- Exigences Projet Digitalisation Ligne Pilote Cevital V1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation Ligne Pilote Cevital V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;23139;22499;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:55.537598;MD203- Exigences Projet Digitalisation PEC AC V0.9.xlsx;Exigences/MD203- Exigences Projet Digitalisation PEC AC V0.9.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7009;5913;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:55.618488;MD203- Exigences Projet digitalisation Process NCs V1.0.xlsx;Exigences/MD203- Exigences Projet digitalisation Process NCs V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11894;11526;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:55.694843;MD203- Exigences Projet digitalisation Process NCs V1.1.xlsx;Exigences/MD203- Exigences Projet digitalisation Process NCs V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;12065;11700;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:55.786838;MD203- Exigences Projet Digitalisation Process Qualité PEC FranceV1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation Process Qualité PEC FranceV1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;13517;13104;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:55.859774;MD203- Exigences Projet digitalisation processus qualité V1.1.xlsx;Exigences/MD203- Exigences Projet digitalisation processus qualité V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7406;6973;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:55.950335;MD203- Exigences Projet Digitalisation Usine HMI  V1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation Usine HMI  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11657;10851;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.026264;MD203- Exigences Projet Digitalisation Usine HMI Version Client V1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation Usine HMI Version Client V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9267;9038;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.126289;MD203- Exigences Projet Digitalisation Usine Phase 1 V1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation Usine Phase 1 V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;20771;20369;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:56.205211;MD203- Exigences Projet Digitalisation Usine SM system  V1.0.xlsx;Exigences/MD203- Exigences Projet Digitalisation Usine SM system  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;10549;9924;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.308807;MD203- Exigences Projet digitalisation Usine V1.0.xlsx;Exigences/MD203- Exigences Projet digitalisation Usine V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;24129;23478;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:56.413964;MD203- Exigences Projet Digitalisation Usine V1.0ùm.xlsx;Exigences/MD203- Exigences Projet Digitalisation Usine V1.0ùm.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;28251;27757;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:56.521243;MD203- Exigences Projet Hydrex Application Mobile Spiromètre Connecté V1.0.xlsx;Exigences/MD203- Exigences Projet Hydrex Application Mobile Spiromètre Connecté V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;25515;24764;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.618510;MD203- Exigences Projet Hydrex Application Mobile Spiromètre Connecté.xlsx;Exigences/MD203- Exigences Projet Hydrex Application Mobile Spiromètre Connecté.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;24189;23504;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.687468;MD203- Exigences Projet Identification des PFs V1.4.xlsx;Exigences/MD203- Exigences Projet Identification des PFs V1.4.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7033;6654;already_indexed;True;;0;5;phone:5;0;
2026-06-12T15:13:56.759057;MD203- Exigences Projet Identification PF V1.0.xlsx;Exigences/MD203- Exigences Projet Identification PF V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8264;7919;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.822086;MD203- Exigences Projet pilote  Suivi de la performance industrielle V1.0 ver client.xlsx;Exigences/MD203- Exigences Projet pilote  Suivi de la performance industrielle V1.0 ver client.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7489;7223;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.896160;MD203- Exigences Projet pilote  Suivi de la performance industrielle V1.0.xlsx;Exigences/MD203- Exigences Projet pilote  Suivi de la performance industrielle V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8652;8158;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:56.955092;MD203- Exigences Projet Pilote digitalisation ligne Triangle V1.0.xlsx;Exigences/MD203- Exigences Projet Pilote digitalisation ligne Triangle V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;3696;3229;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:57.020564;MD203- Exigences Projet Pilote MBG construction  V0.9.xlsx;Exigences/MD203- Exigences Projet Pilote MBG construction  V0.9.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;5154;4503;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:57.081561;MD203- Exigences Projet portail client Hydrex V1.0.xlsx;Exigences/MD203- Exigences Projet portail client Hydrex V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;3696;3229;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:57.173519;MD203- Exigences Projet portail client Hydrex V1.1.xlsx;Exigences/MD203- Exigences Projet portail client Hydrex V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;18737;17752;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:57.280334;MD203- Exigences Projet portail client Hydrex V1.2.xlsx;Exigences/MD203- Exigences Projet portail client Hydrex V1.2.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;18827;17856;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:57.358756;MD203- Exigences Projet portail client Hydrex Version Client.xlsx;Exigences/MD203- Exigences Projet portail client Hydrex Version Client.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11682;11151;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:57.439157;MD203- Exigences Projet SIA Digitalisation Ligne Usinage V1.1.xlsx;Exigences/MD203- Exigences Projet SIA Digitalisation Ligne Usinage V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;15149;14683;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:57.510624;MD203- Exigences Projet Suivi Performance Opération Parage V1.0.xlsx;Exigences/MD203- Exigences Projet Suivi Performance Opération Parage V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;13600;13101;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:57.581845;MD203- Exigences Projet Suivi Performance V1.0.xlsx;Exigences/MD203- Exigences Projet Suivi Performance V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8155;7547;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:57.649262;MD203- Exigences Projet Suivi Rendement des opérateurs V1.0.xlsx;Exigences/MD203- Exigences Projet Suivi Rendement des opérateurs V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9768;9378;already_indexed;True;;0;0;;0;
2026-06-12T15:13:57.713464;MD203- Exigences Projet V1.1.xlsx;Exigences/MD203- Exigences Projet V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;3546;3141;already_indexed;True;;0;0;;0;
2026-06-12T15:13:57.805872;MD203-Exigences Projet Digitalisation Atelier Découpe 1.0.xlsx;Exigences/MD203-Exigences Projet Digitalisation Atelier Découpe 1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;18667;17784;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:57.897060;MD203-Exigences Projet Digitalisation Atelier Découpe 1.2.1.xlsx;Exigences/MD203-Exigences Projet Digitalisation Atelier Découpe 1.2.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;21122;20309;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:57.991901;MD203-Exigences Projet Digitalisation Atelier Découpe 1.2.xlsx;Exigences/MD203-Exigences Projet Digitalisation Atelier Découpe 1.2.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;23106;22046;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.094196;MD203-Exigences Projet Digitalisation Atelier Découpe 1.3.xlsx;Exigences/MD203-Exigences Projet Digitalisation Atelier Découpe 1.3.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;26509;25336;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.202856;MD203-Exigences Projet Digitalisation Atelier Découpe 1.4.xlsx;Exigences/MD203-Exigences Projet Digitalisation Atelier Découpe 1.4.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;27330;26174;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.303344;MD203-Exigences Projet Digitalisation Atelier Découpe 1.5.xlsx;Exigences/MD203-Exigences Projet Digitalisation Atelier Découpe 1.5.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;26782;25659;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.374347;MD203-Exigences Projet Digitalisation Site 1 CTM V1.0.xlsx;Exigences/MD203-Exigences Projet Digitalisation Site 1 CTM V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9437;8739;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.448700;MD203-Exigences Projet Digitalisation Site 1 CTM V1.1.xlsx;Exigences/MD203-Exigences Projet Digitalisation Site 1 CTM V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8910;8234;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.525248;MD203-Exigences Projet Digitalisation Usine Cogitel V1.0 - Copie.xlsx;Exigences/MD203-Exigences Projet Digitalisation Usine Cogitel V1.0 - Copie.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8644;7613;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.601156;MD203-Exigences Projet Digitalisation Usine Cogitel V1.0-1.xlsx;Exigences/MD203-Exigences Projet Digitalisation Usine Cogitel V1.0-1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7580;7015;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.672685;MD203-Exigences Projet Digitalisation Usine Cogitel V1.0.xlsx;Exigences/MD203-Exigences Projet Digitalisation Usine Cogitel V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7580;7015;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.742687;MD203-Exigences Projet Digitalisation Usine Cogitel V1.1.xlsx;Exigences/MD203-Exigences Projet Digitalisation Usine Cogitel V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7597;7032;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.806338;MD203-Exigences Projet Digitalisation Usine Cogitel V1.2.xlsx;Exigences/MD203-Exigences Projet Digitalisation Usine Cogitel V1.2.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7075;6529;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.873509;MD203-Exigences Projet Digitalisation Usine Cogitel V1.3.xlsx;Exigences/MD203-Exigences Projet Digitalisation Usine Cogitel V1.3.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;6214;5702;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:58.943509;MD203-Exigences Projet TRIKI-Site 1 V1.0.xlsx;Exigences/MD203-Exigences Projet TRIKI-Site 1 V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9453;8755;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:59.002798;MD203-Exigences Projet TRIKI-Site 1 V1.1.xlsx;Exigences/MD203-Exigences Projet TRIKI-Site 1 V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9043;8368;already_indexed;True;;0;4;phone:4;0;
2026-06-12T15:13:59.073425;MD203-Exigences Projet TRIKI-Site 3 V1.3.xlsx;Exigences/MD203-Exigences Projet TRIKI-Site 3 V1.3.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;14235;13742;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:59.107430;Architecture Générale SF.pdf;Guide/Architecture Générale SF.pdf;Guide;Guide;.pdf;pymupdf;467;462;already_indexed;True;;0;0;;0;
2026-06-12T15:14:00.006296;Guide d'utilisation Smart Factory COTHERM V5.0.pdf;Guide/Guide d'utilisation Smart Factory COTHERM V5.0.pdf;Guide;Guide;.pdf;pymupdf;221823;213224;ok;True;;0;5;password_assign:2|phone:3;0;
2026-06-12T15:14:07.598208;Guide d'utilisation Smart Factory PEC V2.0.docx;Guide/Guide d'utilisation Smart Factory PEC V2.0.docx;Guide;Guide;.docx;docx_text;138372;138172;ok;True;;0;2;password_assign:2;0;
2026-06-12T15:14:08.155571;Guide d'utilisation Smart Factory V1.3.docx;Guide/Guide d'utilisation Smart Factory V1.3.docx;Guide;Guide;.docx;docx_text;62176;62112;already_indexed;True;;0;1;password_assign:1;0;
2026-06-12T15:14:08.236349;Indicateurs SF V1.0.docx;Guide/Indicateurs SF V1.0.docx;Guide;Guide;.docx;docx_text;3273;3270;already_indexed;True;;0;0;;0;
2026-06-12T15:14:08.323403;MD207- Architecture Actuelle SF V0.9.pdf;Guide/MD207- Architecture Actuelle SF V0.9.pdf;Guide;Guide;.pdf;pymupdf;14999;14226;already_indexed;True;;0;0;;0;
2026-06-12T15:14:08.489691;MD324- ADDIXO Smart Factory Fr Detailed V1.0.pdf;Guide/MD324- ADDIXO Smart Factory Fr Detailed V1.0.pdf;Guide;Guide;.pdf;pipeline_exception;0;0;error;False;;0;0;;0;
